,Rating,Title,Date,Helpful_Vote,Total_Vote,Review,Movie
2711,,Horrible!,20 February 2003,1,2,"One thing I will say about this movie- it didn't make me want to go out and read Spider-Man comics. Even though I am not a fan of the original webbed hero, I will say that I know enough about him to figure out that he wasn't correctly depicted in this film, especially considering this film was geared to the younger generation.

You know the story- geek wants pretty girl, big bad boy has pretty girl, geek gets bitten by a mutated spider and becomes super-hero who saves the day and shoots webbing from his wrists. Anonymous super-hero finally gets the girl, but at the last minute geeky super-hero turns down girl because of his super-powers. What utter nonsense.

My first complaint is that there was way to much unecessary violence in the film (i.e. especially at the end when the Green Goblin's abdomen was sliced and blood was shown flowing from his mouth as he..""died""). I was also pretty shocked at the numbers of young children that were in the audience. Second, even though I liked Tobey Maguire and Kirsten Dunst in their respective roles, I thought the film was poorly-cast and badly written. The plot was so predictable. The ending was the worst. It was obviously an opening for a sequal. About halfway through the film, I wanted to get up and walk out.

I know about the next two planned sequals to this film, but I can asure you I won't be seeing either one of them.",Spider-Man
2712,,Pioneered modern superhero movies,23 November 2021,0,0,"Spider-Man pioneered modern superhero movies because it provided a lucrative template that is frequently parroted today. However, despite the copycats, Spider-Man stands out because it lacks the cynicism that has become the norm. There is no sign of cinematic universes. There is little merchandising or fan service. Really, it's just an origin story being told, which is oddly refreshing. It's hardly original, but the fact that it isn't treated as a stepping stone has become rare with superhero movies. Thorough characters, quotable dialogue, and memorable moments are hard to come by these days.

Furthermore, Spider-Man is made with significant craft. Director Sam Raimi elevates the project in a way that is sorely missed today. The cinematography is packed with motion, even during innocuous establishing shots. The editing is equally energetic, using flashy transitions and montages as opportunities to spice things up. The sound design is complex during battles, subtle during emotional beats, and abstract during moments of discovery. Meanwhile, the soundtrack and cast are noticeably excellent (shout out to Danny Elfman, JK Simmons, and Willem Dafoe). All together, this makes Spider-Man a classic film that's often imitated but never replicated.

Writing: 7/10 Direction: 9/10 Cinematography: 8/10 Acting: 8/10 Editing: 9/10 Sound: 9/10 Score/Soundtrack: 9/10 Production Design: 8/10 Casting: 9/10 Effects: 8/10

Overall Score: 8.4/10.",Spider-Man
2713,,Too young?,31 May 2002,0,0,"Date: 31 May 2002 Summary: Too young?

I thought that Tobey Maguire and Kirsten Dunst were a little too young to be in these roles but I guess since 40% of the movie market audience is people between 18 and 24, this was a recommendation of the focus group hired to decide the outcome of the film's release. Overall, though, it was impressive. This film has been tossed around Hollywood for over a decade by people such as James Cameron and the struggle with Marvel comics to get the film rights was no easy task. Willem Dafoe was a great villain given his past in such films as 'Shadow of the Vampire', 'Speed 2' and 'Streets of Fire'. The special effects are impressive and we are continuing to see things in today's films that we have never seen before and this is one of those films. Director Sam Raimi who has been involved with 'The Evil Dead' movies and the first 'Darkman' movie, injects a venom of serious menace into this film and it's one that is done with motives by its characters for what their choices are and it is well written and not too long, like some action films are! Good work!",Spider-Man
2714,7.0,Swing baby swing!,25 May 2002,0,0,"Sam Raimi has created one enjoyable ride. It seems without question after watching Spider-man that Raimi is a comic book fan. This film litteraly plays out like the so many paneled stories in the Spiderman series, and even the shots look like art work taken from many of the books. A particular shot of Spider-man getting hit with a grenade seems like a drawing lifted from the artists pages.

The casting is quite good. Maguire who is usualy bad as a leading man excels here cause Peter Parker is a young kid who is cocky yet very unsure about the weight and burden now put on him with his new superpowers. This forces Maguire to take the role of a person who doesn't have a lot of confidence but must do what is right, and it suits him very well. Dunst is fine as Mary Jane, and who can't like Dafoe as the Green Goblin.

Also while I knew the story of Spiderman's origin, Raimi gives the audience plenty of suspense in telling the already familiar story. Some of the acting between Mary Jane and Parker is a bit contrived, maybe sometimes even a little long winded, but at least they have a chemistry on screen. It also looks like they created the most memorable on screen kiss this year so far...

Also the swinging special effects look neat, can't say I've seen anything like it before and it's very refreshing. But what would be even more refreshing would have been to have more J Jonah JAMESON!!! Man that actor was a scream!!! If anything he captured the spirit of this film, ""dumb fun"".

Rating 7.5 out of 10",Spider-Man
2715,8.0,Succeeds Like A Spider Can.,25 July 2014,0,1,"Finally, ""Spider-Man"" makes his debut to the silver screen after all the 1970's Nicholas Hammond TV serials. How well has it been adapted?

The casting is debatable even to this day when among my friends. Do you remember when Michael Keaton took heat for Tim Burton's ""Batman"" (1989)? Well Tobey Maguire is constantly lauded and berated among my peers, but I personally think he did very well and continues to hold up nicely. No doubt I think he gave it his all in ""Spider-Man 2"" (2004), whereas ""Spider-Man 3"" (2007) feels no more than a burnout for everyone involved.

Though Maguire remains a nice debate for fans, everyone else is casted brilliantly. James Franco and Kirsten Dunst hold their own as great supporting characters. J.K Simmons ""IS"" J. Jonah Jameson and though William Dafoe is undeniably cheesy in his execution, he steals the show in every scene (That costume however is utter crap, and I highly recommend looking online for the original goblin designs).

The action scenes are also very decent, yet the films dated CGI can be a little jarring nowadays. However, scenarios throughout the film kept it engaging as the 10 year old me was blown away at the times release, and it still remains one of my favourite movie going experiences. Though Sam Raimi deviates far from the original storyline, the characters motivations and morals stay true to the original source. It's awesome to see a director incorporate this kind of imaginative camera-work into this movie as he did his older work. Even the final battle arena echoed that of ""The Evil Dead"" movies.

Final Verdict: An American icon brings super heroes into the new millennium with stunning confidence. 8/10.",Spider-Man
2716,7.0,An Open Letter to Sam Raimi,4 May 2002,0,0,"Dear Mr. Raimi,

You hack. You won me over with the Evil Dead films, showed true promise with ""For Love of the Game,"" and showed a true director's gift with ""A Simple Plan."" What the hell happened?

Mostly, I suppose we can blame the script. David Koepp has never had a fond place in my heart, and yes, while he did write the very good ""Panic Room,"" the script itself was just okay, it was the director that made that movie. Ditto for ""Jurassic Park,"" and anyone who says differently needs to go back and watch that flick again. For the second Jurassic Park alone, Mr. Koepp should be run out of town on a rail.

Was it the studio pressure? I can sure see how it got to Mr. Burton on that ridiculous ""Planet of the Apes"" remake. Notice, now that the film is all done, and surely making the studio lots of money (all they really care about anyway, so anything said after Opening Day is incidental, right? WRONG!)... notice how you wimped out, and screwed up a wonderful opportunity:

Peter Parker gets cool spider powers. Neat-o. His skin allows him to cling to walls, tiny little hairs that let him stick to metal, paper, brick, what have you. Ahhhh, yes, but then, now he's wearing a suit. With gloves. How can he still do this?

Ohhh, wait a minute, is the argument. You're nitpicking, Mr. Internet Guy, OBVIOUSLY it's very thin material.

Well, yes, I get that. I'm not stupid. Why, then, did you feel the need to not explain that, but then show the flashback of the mugger running past Peter Parker? Did we forget? That scene happened TWO MINUTES BEFORE. Wow, Mr. Raimi, seriously. Either respect your audience's intelligence, or don't, but riding the fence in such an wimp-out way is only going to get you in trouble. See also, again, ""Planet of the Apes"" remake.

Lots of nice moments. Cinematographer Don Burgess still lacks the visual ""wow"" that will ever make him great, so people must hire him because he's cheap; whatever. Everyone ELSE knew what they were doing here, except Willem Dafoe, who should really go back to drama. But I can't blame you for casting him; after all, look at what he did for ""Speed 2.""

A valiant effort, Mr. Raimi, and I hope these notes will help you when it comes time to put the sequel together. Special effects are there to HELP the story, not BE the story. I'm all happy that Peter Parker is enjoying jumping from buildings, but don't you ever EVER replace a character with a CGI effect. It didn't work in Harry Potter, it didn't work in Blade 2, it sure didn't work for JarJar, and so it doesn't work here. If I were a movie executive, I would so fire you.

However, being literate, I am too intelligent to be a movie executive. You, Mr. Raimi, used to be smart, I suggest you call up your old buddies the Coens and have a long talk before you make any more rash decisions, like script choices, opening credits (I may care about the names of the cast, but 95% of America does not), or that horrible, awful, direct-to-bargain-bin soundtrack (not the score, mind you; but promise me to never hire Aerosmith or flavor-of-the-month Nickelback again, I don't care how many records they sell).

I liked it, but seriously. Superman II outshone the original, heres hoping you can learn from your mistakes.

Warmest Personal Regards,

7/10.

p.s. Extra cool points for the Lucy Lawless cameo. See, you CAN be creative when you want to be!!",Spider-Man
2717,4.0,Been There...,8 November 2002,0,0,"Though he's probably the best choice around, there's an air of desperation in Sam Raimi's direction, as if he needed a hit to reestablish himself on the A-list after duds like `A Simple Plan' and `The Gift', and he reaches into his old bag of tricks, trying to invoke the spirit of his sublime `Darkman'. He fails: the film has a lot of the `Darkman' look--especially the climax, which primarily takes place at night on top of a New York borough bridge--but little of the passion because, unlike the reverence with which Raimi regards the Universal horror films of the thirties and infused into `Darkman', he treats the Marvel Comic source material with an air of condescension, as if it were mere kitsch. And he doesn't stop there, borrowing indiscriminately from the obvious pop icons, the DC Comic-inspired `Superman' and `Batman' films--he doesn't seem to have the slightest desire to bring anything original to the project. The film is awash in computer effects and perhaps it's Raimi's intention to stylize the movement of the action but it seems a bit of a cover-up; there are so many unconvincing moments that you have to spend too much time telling yourself it's done that way on purpose. The script is another lazy hack job by David Koepp (`Panic Room', `Mission: Impossible') who not only hews it close to the Hollywood-101 bone by bringing in all the bullied teenager and father/son pathos he can, but also by stroking the citizenry of New York, elevating them, in the film's most shameless twist, to hero status. Perhaps the real culprit is Sony Pictures: the whole thing reeks of trying to keep the dying comic book film genre alive by aligning it with post-9/11 bloodlust. With Tobey Maguire, competent in the title role, Kirsten Dunst (so-so) as his would-be love interest and Willem Dafoe, pretty good as The Green Goblin.",Spider-Man
2718,8.0,With Great Power Comes Great Responsibility (8.1),18 July 2019,0,1,"The most beautiful film in the Spiderman series maybe because it's the first time I love it so much or because I watched it as a kid but I think this is the most successful film. Although it was shot in 2002, it was both emotional and funny and immersive of course the effects were bad because it was shot in 2002, but it doesn't matter if there is a good scenario,also acting very good quality and Toby is best Spiderman",Spider-Man
2719,7.0,Good Effects,4 December 2002,0,0,"""Spiderman"" was an enjoyable movie overall. I wasn't all that familiar with the character before seeing the movie but I think it did a good job at telling the story and introducing the character. Tobey Maguire was good as the lead but Willem Dafoe and Kirsten Dunst were somewhat wasted in their roles. Some of the effects seemed cartoonish and some of the violent scenes weren't cartoonish enough. The fight sequences, especially the punches to Spiderman's face, seemed too personal or intimate given the tone of the movie. There were these cold CGI sequences followed by a bloody punch to the mouth of Spiderman in slow motion. Was that really necessary? I think it ruined the tone of the movie. The Green Goblin was goofy. It did not seem real at all and that ridiculous mask hid the actor. Was that the point? Why have a famous name as the villain if he is hid by the costume. Save the expense by hiring an unknown and hiding him in a fancy costume. Kirsten Dunst was wasted except for the wet dress scene. Overall the cartoon tone and effects were enjoyable as escapist fare.",Spider-Man
2720,7.0,Good Spider-Man Movie,17 October 2021,0,0,A lot of the movie is dated but it's unintentionally funny which counteracts a lot of it. Besides all the dated stuff it's a good movie with a cool style and a great backstory for the character that I feel some of the later movies don't do as well.,Spider-Man
2721,6.0,"Although flawed, Spiderman engages and on the whole highly entertaining.",6 September 2002,0,0,"Its been a couple of months since I've seen Spider-man so its not fresh in my memory. However I can remember 90% of it so here goes. Despite the films minor flaws, on the whole it proves to be an enjoyable 2 hours. Heres a summary of my opinion of the film but don't worry. This is ""SPOILER FREE"".

The costume for Spiderman was excellent and very well designed. It looked so clear I thought it was CGI. The Green Goblins costume was terrible and looked to clunky and metallic.

Tobey Maguire does well as Spiderman although I still think Ben Affleck would have done a good job. Kirsten Dunst gives an imperceptible performance as Mary Jane. She goes un-noticed and her only asset is her hair that had been covered in lip-stick. Willem Dafoe, overall is OK as the Green Goblin, but anyone else could have done the part just as well.

The films cinematography is excellent. The movie aims at more popularity than X-Men, Generation X etc., which proves successful.

But enough of that, this is a spectacular movie the may not be as good as the 1989 Batman(in my opinion) but is still an excellent movie.",Spider-Man
2722,9.0,GREAT MOOVIE,20 December 2021,1,1,"(Goblin could have killed Peter and decided to let him live. I didn't quite agree with Norman's motivation being that he was on the brink of bankruptcy out of nowhere. Uncle Ben is amazing and is very important to the movie (WITH GREAT POWERS , BIG RESPONSIBILITIES COME.) Aunt May also counts. Mary Jane is a complex character who fits perfectly into the plot. Harry a character that may seem confusing but adds a lot. Norman doesn't even talk, scene-stealing genius. Spidey /Peter is spectacular, with a beautiful origin and development.",Spider-Man
2723,8.0,A Fine Adaption On A Comic Book(SPOILERS),4 February 2007,0,1,"SPOILERS

Let me just straighten this out, I was a huge fan of any sort of comic book, but not really a comic book movie for that matter. When I heard this was coming out I was not really planning on seeing it. When I heard who was directing it, though, I got some tickets. I mean, it was Sam Raimi! I am a huge fan of the Evil Dead series and I did not think Sam Raimi would direct something like this. Evil Dead was a gory horror film. I saw Spider-man. I am glad I did. This is easily the best adaption from a comic book ever.

Here is the plot. I am sure everyone knows the plot of the comic book, but here is the movie plot. A man named Peter Parker is bitten by a radioactive spider. Instead of killing him it gives him the powers of a spider. Then his uncle is murdered. Peter decides to become a superhero. He calls himself Spider-man and he fights crime all over New York City. Unfortuanatelty there is a new villain in the city. It is Peter's friend's dad. He becomes evil after an experiment. After some fights with him Spider-man kills him by jumping out of the way of his glider with spikes. It stabs the Green Goblin, which is what he calls himself, instead and he dies. After that, Harry, which is the name of his friend, think that Spider-man killed him and he develops a grudge against Spider-man.

Overall, this is a very well-done superhero movie. In fact, it is probably the bets superhero movie. It is also very fun to watch anytime, anywhere. Also, I think the actors did a wonderful job portraying the characters in the comic books, or at least I think they did. Anway, this is a very entertaining joy-ride for anyone, but I think the hard-core fans of Spider-man will enjoy it more than me. I still enjoy it, though.

8/10

Recommended Films: Spider-man 2.",Spider-Man
2724,10.0,great marvel movie,11 January 2012,0,1,it is a great marvel movie you will enjoy this amazing movie you will say wow this is a really good movie i like this movie a lot it is one of the best movies ever you will like this movie a lot it is one of those moves that i could watch more than once it is a masterpiece you will enjoy this movie that we all call spider man it is a great marvel i never saw a movie i think this is the best PG13 movie ever and so will you go see it today it is a cool movie this is one of there best moves in the whole world you will like this amazing movie a lot it is one of the best movies in the whole world you will like this a lot if you like spider man you will like this movie a lot but if you don't like spider man you will not like this movie i never saw a movie this good before you will like this movie a lot this is the best PG13 movie in the whole world i never saw a PG13 movie this good before this is really the best PG13 movie i never saw a PG13 movie this good before have a great day and remember watch this great PG13 movie,Spider-Man
2725,7.0,The First Outing,13 January 2022,0,2,"The first outing for the infamous web-slinger brought a tonal shift to superhero films. It was realistic while still being true to the comic book source material. With some great action scenes and entertaining web-swinging, Spider-Man is what he is today because of this film.

That being said, the weakest actor in this film is the protagonist. Tobey is not as interesting as I remember and his awkwardness lacks the charm of future Peter Parkers. Luckily Willem Dafoe's Green Goblin is phenomenal.

The dialogue was painful at times and it lacked some much needed levity, but it's still a memorable film. ""With great power comes great responsibility.""",Spider-Man
2726,3.0,Tobey Maguire just doesn't do it for me,16 July 2012,1,4,"I know a lot of people loved Tobey Maguire in this film. He definitely ruins the film for me. Watching the film again I found that character he portrays is just unbelievable as a superhero. This could be the director. I also resent that he does not look like he has the physique does not look like the physique in the suit because the suit is a muscle suit. I would like the actor that plays Spiderman to look like he has the physique. I think that they should have found somebody that can portray a geek, but also look like a superhero when the body suit, like George Reeves or Christopher Reeve who had to play a similar character as Superman. If Superman can find an actor that can play both sides well, so should Spiderman. Then all I have to see to ruin the film for me is to see Tobey Maguire's smile. Hard for my to appreciate the rest of the film when I cannot stand the main actor (Iron Man is mostly successful for me because of Robert Downey Jr.).",Spider-Man
2727,6.0,Disappointing start to a promising franchise 6/10,3 May 2002,0,0,"The summer movie season officially starts.....with a THUD.

It seemed like a brilliant choice in picking director Sam Raimi to helm the long awaited Spider-Man, but after viewing the film it seems that he may have not been the right man for the job. It's not that Spider-Man is a terrible film, it just seems like there was so much potential that was wasted. The film is missing that frantic energy that should be required of this type of film. Raimi knows how to deliver this energy, see some of his previous films (The Evil Deads, Darkman).

Spider-Man is the only film I can think of in recent memory that cost 100+ million dollars yet it looks like it was made for considerably less. The CGI in this film is absolutely atrocious. These effects look like they came right out of the early 90's. For a summer popcorn flick Spider-Man commits cardinal sin #1: it looks cheap.

Other major problems: 1 - Laughable costume design for the Goblin. 2 - Dialogue that makes the ""yippy"" from Episode 1 sound ingenious. 3 - Plot holes: how did Parker go from his Human Spider costume, into his official Spiderman costume? We should have seen him make it. 4 - The same old thing. Do we really need to watch Spider-Man saving children from fires? How many times do we need to see him stop the same bland street muggers? Couldn't the writers think of more unique ways to showcase Spidey's powers? 5 - Takes way too long to develop the dual between the Green Goblin and Spider-Man. 6 - Speaking of the Green Goblin, everything about this character needed to be expanded on. Why is it he wants to destroy the innocents. The most interesting relationship in the entire film, The Goblin and his son, is barely even focussed on.

There were things I liked as well. I thought all the casting choices were superb. Thought the final battle could have used some work, but overall it had the goods. I just wanted more from this film, much more. Here's hoping the sequel can correct on some of the areas this film failed.

One thing is for certain, there has only been one true Marvel superhero this year, and that's Blade! Give this franchise to Guillermo Del Toro and let him show Raimi how to do a comic book film.",Spider-Man
2728,9.0,Good one,27 May 2002,0,0,"This is one of the best Marvel based comic book bring back to the big screen. The story is good and the effects are very amazing. Also, like the humour as well.

Keep it up and can wait to see the second installment.",Spider-Man
2729,,"Pretty good, but not amazing, also no special screenings",9 May 2002,0,0,"Contrary, to what the first person said, there were no special screening for Spiderman (get a life. lol).

However, I did play the Playstation 2 version of Spiderman, and this game does reveal alot of scenes from the movie, almost 2 weeks before the movie came out!!!

While Spiderman 2002 is a very good flick it is not amazing. Most of the effects look fake (because everything was computer generated).

Also having only enemy in the film , Green Goblin, made the film boring, and predictable at times.

Though it's making big money, that's nothing compared to what Star Wars Episode 2: Attack of the Clones will make.",Spider-Man
2730,6.0,A strong Marvel entry,12 June 2017,0,0,"One of Marvel's flagship characters finally makes it to the big screen and with Sam Raimi at the helm, you have a sure-fire winner. The first half of the film is as expected, fantastic. It has just the right balance of humour and action and although Tobey Maguire's acting talents are rather limited, he manages to pull off the dorky charm of Peter Parker with some success. There's a lot of humour in the discovery of his powers and how to use them and the supporting characters are all believable. It also shows the motivations and character development of Spiderman really well and rarely descends into schmaltz. Unfortunately once the tights go on, things are not quite as strong. The Green Goblin was never a particularly interesting character and although the schizophrenia plot line is clever, Defoe holds the attention far more as the disappointed father than a dayglo action figure on a hover board. Raimi handles the action nicely though and it's worth it alone for J. K. Simmons whose hilarious J. Jonah Jameson steals every scene he is in.",Spider-Man
2731,,***,18 November 2002,1,2,"D:Sam Raimi. S:Tobey Maguire, Willem Dafoe, Kirsten Dunst, James Franco, Cliff Robertson, Rosemary Harris, J.K. Simmons, Gerry Becker, Bill Nunn.

Good Adaptation of the Comic Book. Peter Parker, high school geek, get's bitten by a genetically enhanced super-spider one day while on a school field trip, after that he starts to notice strange things happening to him. Muscles and better physique, sharp hairs on the ends of his fingers, and the ability to shoot a web through his wrists. Finally after all this Peter tranforms himself into The Amazing Spider-Man, now out to foil the plans of the Murdering GREEN GOBLIN.

Over all, well written and directing, tended to drag for the first 15-20 minutes, buts kicks into gear when Peter is searching for his Uncle's Carjacker. Some bloopers, and way over-done effects, but never the less an enjoyable action flick. For that and the Attempt at making a $130,000,000 Spider-Man flick, I give it 3 stars.

Co-Starring: Jack Betts, Stanley Anderson, Ron Perkins, Michael Papajohn Cameos: Ted Raimi, Bruce Campbell, Stan Lee, Lucy Lawless, Rance Howard, Joe D'Onofrio.",Spider-Man
2732,10.0,One of the best superhero films.,2 August 2020,0,0,"Sam Raimi knocked it out of the park with this one. Fun action, good writing, and amazing direction give this movie great energy.",Spider-Man
2733,9.0,Spectacular beginning,11 June 2021,1,1,"Personally, I enjoyed this movie more than Spider-Man 2. It is a great combination of action and drama with great characters, iconic dialogues, good jokes, good action shots and a development that every Spider-Man movie needs. It's not perfect or close to be, but I consider it as one of the best Spider-Man adaptations ever made, a good work from Raimi.",Spider-Man
2734,2.0,Not a comic book fan!,1 May 2005,1,2,"Did not like this movie at all because I'm not a comic book fan. I mean i thought the movie was boring and the only good thing was the effects. and I'm being nice. I mean not a fan of Tobey either i mean it made his character too wimpy and sensitive and he really isn't a heart throb to play spider man. I found i was yawning a lot. I mean the villains were good because i like the dark side but i mean this time i did not find the villains to be attractive or sexy or even have any kind of appeal at all! I'm sorry but i own the DVD and i only watched the movie once, sort a like the ring but thats for another review! sorry Tobey you really made me angry and upset after watching you portray spider man in such a disgusting way! no offense to comic book fans because I'm sure you liked the movie",Spider-Man
2735,8.0,Awesome.,29 October 2020,1,1,"How awesome is Peter Parker? He is the man. Being able to swing from building to building, swing his way out of trouble, is extremely handsome and fit, full of charisma and loves a good adventure. This movie was my favourite out of all the spider man series.",Spider-Man
2736,6.0,All the subtlety of a sledgehammer...,9 May 2002,0,0,"... but that's OK in a comic book film. Perhaps unfortunately, this has all been done before in the first couple ""Batman"" films, and the first couple ""Superman"" films. The entire movie carried a weight of ""haven't I seen this scene before?"" over and over again.

I'm a great fan of the original ""Spiderman"" series of comic books (which I read avidly as a kid), but I have to agree with Ebert on this one -- the action just looks unrealistic. A physical body cannot move that quickly or smoothly, defying the laws of space, time and gravity. That took a lot of fun out of the action sequences for me.

The plot itself is interesting and involving, but *very* rehashed from a number of other superhero-type movies. Nary an original moment in the entire running-time of the film... nothing genuinely creative at all. ""Spiderman cereal"" will probably leave a sweeter taste in your mouth.

My conclusion is that I can't recommend you pay US$7.50 to see this one in the theater, unless you honestly loved the recent ""Planet of the Apes"" remake and the two ""Mummy"" films. Wait for the DVD release (rumored to be in November 2002 I think), the film will look just as good (if not better) on the small screen.

This movie is NOT a blockbuster... see the 1978 version of ""Superman"" if you want superhero action, it out-does this film in every conceivable aspect (even the special effects category).

6/10",Spider-Man
2737,4.0,Truly Unbelievable,14 March 2006,1,2,"One can't really expect too much in the way of enlightenment from a comic book adaptation but even by those standards 'Spiderman' has a dreadfully hokey script rife with cliché and unexplained coincidence. Lest we forget, suspension of disbelief applies even here.

A number of the performances are just plain corny (Cliff Robertson certainly milks his small role as Peter Parker's uncle) but Willem Dafoe's theatrically hammy performance does entertain in an Olivier-like fashion.

The film has most to offer in its beginning section which features a number of spectacular special effects during our insight into the origins of the hero's super-powers. Later when he becomes fully fledged (with little further explanation as to how he got there) the film looks decidedly more like a video game and will surely fail to sustain interest except in the youngest and most uncritical audiences.",Spider-Man
2738,7.0,A lot of fun. Definitely,23 June 2002,0,0,"It's with a mixed feeling of different expectations I sit down in the cinema to watch SPIDER-MAN. I had a hope to see a Great Superheroflick, in the same class as Tim Burton's masterpiece BATMAN (1989). Then I had this more realistic spidersense telling me that ""you know, this'll probably be a lot of fun, but really nothing else"". Well, my sense was more right than my hopes, but ""a lot of fun"" is kind of an understatement; It's REALLY a lot of fun watching SPIDER-MAN.

First off, there is two things that made me want to see this film;

1. As a kid Spidey was my idol, and Marvel my heaven. This resulted in me knowing state-of-the-art-geek-stuff for the rest of my life. Therefore when time came for ""Spidey the movie"", my ancient knowledge sparked to life, at least for a while, and for just a couple of hours I was all back to my 11-year-old-mania.

2. My favorite director, Sam Raimi isn't, but I have faith in the man and I trust him to make a fun flick. As a horrorfan his THE EVIL DEAD (1982) remains more or less as a gift. His directing is wild and crazy, unstoppable but therefore also guaranteed to float out of the frames. But I heard Raimi would be a bit more down-to-earth, in SPIDER-MAN. Well that sounded good.

Indeed, Raimi doesn't get all that carried away, even though the movie ooze from his fun directing manners. If you've seen DARKMAN (1990) or ARMY OF DARKNESS (1993) you'll see that SPIDER-MAN has the same crazed tempo. Of course BRUCE CAMPBELL does a semi-cameo, Raimi holds up his traditions. Yeah, about the actors, SPIDER-MAN's lineup gives us three stars in the leading roles, Tobey Maguire, Willem Dafoe and Kirsten Dunst. They are no real favs of mine, but it's a good combination: all three of them are just about as OK actors. Dafoe did his thing, Dunst was cute (as always), I think Maguire stood out making Peter Parker a truly sympathetic character. Of course, to make an a-lot-of-fun-actionadventure these days requires some heavy artilleries from the digital front. True, the digital effects are slick and perfect for the entertainment-meter. When Spidey swings around Manhattan, I can't do nothing else but kick off my shoes (I literary did this) and lean back and just enjoy the ride. 'Cause that is what you gotta do in a movie like this. Forget that it contains two love-declarations, one from Maguire and one from Dunst, that are absolutely ridiculous (and that the dialogues overall are no hotshots). Then you'll have a lot of fun. My rating is 7/10, a bit of a challanger to BATMAN RETURNS (1992) and proving that BATMAN (1989) still is the best.

Buy the way. There is a Spider-Man 2 and 3 coming up. Good idea. This movie was very true to the comicbook it was based on, but Spidey lacked his unresistable wits and some of the stuff that are basic to the Spidey-reader are not yet shown off in the movie. Hopefully we'll see more of this in the sequels. Even though I wonder... Sam Neill as DocOc? Bring in Eddie Brock!",Spider-Man
2739,,"Goofball Maguire becomes Spider-Man and battles the Green Goblin. Exciting for the most part, good for all the family but includes boring teenage romance bits. 3 And A Half Flys Out Of Five",10 June 2002,0,0,"Spider-Man scurries about sideways, extending its web for probably half an hour too long. But the web is lustrous at its best.

Director Sam Raimi has some impressive credits, mostly from his wonderful Evil Dead films, but he also lays claim to the wonderful A Simple Plan, as well The Cider House Rules. Cider House also starred Spider-Man's lead Tobey Maguire and it would seem that that's a profitable association. (We'll charitably forget perhaps The Quick And The Dead and The Gift, both of which weren't particularly successful.

Tobey Maguire in Spider-Man was an inspired choice as Peter Parker who becomes Spidey. He plays Parker as an affable goofball, a sensitive type who's actually interested in his studies, especially science. I'm not sure Maguire with that twisted little smile could play any other sort of part.

Peter gets bitten by a spider and over night grows muscles, throws away his glasses and finds he can match it with the school bully, in what was for me the best scene in the film. If movies exist partly to realise fantasies for the viewer, Spider-Man provided one of the best ""weakling punches back"" scenes I can remember. At least for me, that scene was worth seeing the film for, which will amply point to certain facets of my character that I'm sure I would have been better off leaving out of this piece.

Soon Spider-Man starts swinging about from tall buildings and yes, it was terrific. This was Olympic Gymnastics joined to the best of Circus trapeze. Spider-Man was very quick and athletic. It was exhilarating.

The chief baddie in the film is The Green Goblin played very effectively by Willem Dafoe (Platoon, Mississippi Burning, Light Sleeper), although his best bits were probably when it wasn't even Dafoe, as The Goblin zipped about standing on his rocket propelled platform doing dastardly things to Spider-Man's home town.

The Goblin was menacing. This was a digitally enhanced threat of course, but so were Spider-Man's feats of valour.

There's a love story built into the show between Mary Jane (Kirsten Dunst) and Peter Parker but it adds little to the film. If Dunst had been asked to play the part a little more darkly then it might have been more interesting, I would have liked to have seen perhaps Katie Holmes in the part.

But Dunst has shown she can do ragged in Crazy/Beautiful and bimbo in Bring It On. I'm sure she played the part just as the producers requested.

But that still leaves Spider-Man as alternatively exhilarating and then pretty slow. Perhaps the teenagers will enjoy the teenage romance scenario but I'd say it should have been left from the film. Then Spider-Man would have been just the right length.

3 And A Half Webby Flys Out Of Five

Steve Baker",Spider-Man
2740,9.0,A hero is born,27 July 2006,0,1,"This is obviously one of the most influential films of the 2000's, because of the impact 'Spider-Man' had on the nation. This film was the first true blockbuster to come out since 9/11, and this film gave the country something to hold on to, even though he doesn't exist: a hero. Spider-Man means something to the American public more than any of the heroes, because the film makes him out to be just like us: human. He is just a human being fighting for the good of mankind, saving people left and right, not to mention risking his life all the time. The USA public attached so much to this character and this film after 9/11, and I think that is one reason why it has the second largest opening of all time. Tobey Maguire is brilliant as Spider-Man AND Peter Parker. There are actors that can play Spidey. There are actors that can play Peter. Maguire is the only one who can do BOTH. He provides the most likable character in the entire superhero realm with a great touch of dedication to the role. I'm indifferent on Kirsten Dunst as Mary Jane Watson, as she could be better, and there's moments where she can get annoying. She does have her moments though, especially in the end of this film and its sequels. The villain of the film is Willem Dafoe's Green Goblin, who is utterly creepy and scary in every sense of the word. He gives a truly chilling and classic performance. The visual effects are not as good as one would hope, as you can clearly see when voiceovers and computers are used to get the desired effect, but this is a non issue. Spider-Man remains one of my all time favorite movies, through and through. An explanation of the plot is not necessary, but a short synopsis would be this: Nerdy Peter Parker gets bit by a genetically altered spider, giving him amazing powers mirroring those of the arachnid, and he becomes the web-slinging vigilante known as Spider-Man. It's great film that the whole family can enjoy, no doubt. There are some scary moments, but no use of foul language, so I'd say the film is appropriate for kids ages 10 and up. I really love this film and its sequel, and I know I'll love the three-quel.

9/10 --spy",Spider-Man
