,Rating,Title,Date,Helpful_Vote,Total_Vote,Review,Movie
256,10.0,One Of The Best Marvel Films!,16 December 2018,24,46,"I have to say I was completely blow away by this film. I wasn't sure how I was going to fill about a multiverse spiderman film and when I saw spider pig I thought for sure this move was going to be bad. Boy was I wrong this film had it all visually amazing, fantastic storyline and great soundtrack. This is an absolute must see film.",Spider-Man: Into the Spider-Verse
257,9.0,Film Liquet on Spider-Man: Into the Spider-Verse,23 December 2018,6,12,"We all know about Peter Parker. He saved the city, fell in love and then saved the city again and again. But this is not just about him, not anymore. Miles Morales(Shameik Moore), a teenager who admires Spider-Man, struggles to adjust to his new elite boarding school and live up to the expectations of his parents. He gets bitten by a radioactive spider and becomes the one and only Spider-Man, at least in his reality. In the result of Wilson Fisk's particle accelerator, multiverse brings his counterparts from other dimensions into his reality and they have to work together to stop an immense threat.

The first thing, that has to be acknowledged is the unique animation style, which combines comic-book visuals and fantastic animation, it works perfectly in this movie and it is more precise than a live-action movie, even though it does take some time to get used to. The pace of the film doesn't feel rushed, it takes its' time. Character arcs and their backgrounds are well written and develop the characters well throughout the movie.

If you are new to this character and only know who Spider-Man is, you can still enjoy this movie and everything will be told in most dynamic and humorous way possible. It has everything a great Spider-movie should have and even music is great and feels like it belongs to the character. Follow us on instagram! @film_liquet",Spider-Man: Into the Spider-Verse
258,1.0,Spider-Man Into the Spider-Verse,21 February 2019,35,85,"It's a animation/a cartoon people. Not even close to the best/classic animation ever made either! When you see this many 8/9/10 reviews of a movie somethings not right. I watched this cartoon/movie, in a New York minute I don't believe ALL these are real bias reviews.

Don't be fooled, this cartoon was made to be to be viewed in IMAX 3D! The 2D conversion made & released by Sony studios is TERRIBLE & a joke. This is just like the story of ""The Emperor's New Clothes"" or as a used car salesman spiel. They worked 4 years on the 3D release & on a blurry mess of a miss-conversion 2D release.

The old adage is true here, ""When something is too good to be true it must not be"".

This is NOT the best picture of the year! This is NOT the best picture ever made! This is NOT the best cartoon ever made!

An honest review, It's somewhere in between a treasure & a junk, = 5. Now that's believable.",Spider-Man: Into the Spider-Verse
259,10.0,Better than Spiderman 2,16 December 2018,25,53,"I went in skeptical. I left amazed. This movie not only shows a new side to the lovable Peter Parker but also expands upon a less- popular character, Miles Morales. I could go on and on about how good it was but... Just go watch it.",Spider-Man: Into the Spider-Verse
260,,I've Been Sucked Into This Spider-Verse. And I Don't Want Out.,18 December 2018,10,18,"""Another Spider-Man movie,"" you ask? Get excited as 'Spider-Verse' breathes new life into our familiar friendly neighborhood hero. It is slickly and gorgeously animated in a way I have never seen Western cinema attempt before. This is the closest we will get to a comic book coming to life.

For a movie jam-packed with main characters, they find a fun and extremely efficient way to introduce them all without getting too repetitive or too dumbed-down. Minimal expositional dialogue gives way to creative visual devices and recalls that are implemented so satisfyingly because they treat the audience like the smart people that we are.

If you are looking for humor (meta or slapstick), lessons on power and responsibility, shocking twists (for non-comic book readers), meaningful cameos, tear-jerking emotional scenes, action-packed sequences, then you are ready to swing into this universe. I, for one, am sucked into this Spider-Verse. And I don't want out.",Spider-Man: Into the Spider-Verse
261,10.0,BEST ANIMATED FILM. EVER.,10 February 2019,5,9,"Hands down, the work behind this movie was incredible and it shows. Oscar worthy and definitely deserved the Golden Globe win. This film is a great Spider-man Film and honestly one of the or possible the best film in the franchise yet. Pacing was great, the voice acting was great and the cinematography was incredible. Nothing but great work and a great review this movie deserves. A must watch animated film and definitely a masterpiece. A 10/10 for perfection.",Spider-Man: Into the Spider-Verse
262,5.0,Not Really My Style,6 November 2021,3,7,"I'm not really all that much into the animated Superhero films, but apparently this one was supposed to be pretty good so I decided to check it out. Honestly, it didn't really grab me all that much, no doubt because there are already quite a lot of Spiderman movies out there, and as such another one, in particularly an animated one, isn't really going to grab my attention. Look, it was okay, but in a way I do feel that there are probably too many Spiderman films around as it is.

The story is that we follow a kid named Miles who happens to be starting up at a school for the gifted. He really doesn't want to go though namely because all of his friends are at a local public school, but he has won a scholarship there so his parents pretty much force him to go. The thing is that Spiderman is already running around, however one night when Miles is out with his uncle, he gets bit by a spider and starts to develop spiderman powers.

Miles decides to go back and check the place out and discovers Spiderman fighting a nasty monster, and also attempting to turn off a device that Kingpin has built. The device opens a gate to the dimensions, and the reason that Kingpin wants it open is because he wants his family back (they were killed in a car accident).

With the gate open, we suddenly have multiple spiderpeople coming from multiple dimensions, including a Peter Parker who is not only much older, but also has had his life pretty much head down the drain. Sure, he wants to stay, but the problem is that because he is from another dimension, they only has a limited amount of time here until they die.

I'm probably giving too much away here anyway, but the thing is that in part the animation was nice, but it also became rather esoteric in places, especially the final battle with Kingpin. That actually makes me wonder whether we are actually going to see Kingpin in any of the films, particularly the MCU ones. Then again, there is apparently only one more Spiderman film being released, so what happens after that is yet to be seen. Anyway, that certainly doesn't look like Kingpin will be appearing in that one anyway.

So, this film was okay, but it certainly didn't grab me the way some other films have.",Spider-Man: Into the Spider-Verse
263,1.0,THE WORST SPIDERMAN FILM OF THEM ALL,23 December 2020,15,58,"I couldn't stand this ridiculous mess of a film, the animation was horrible & the story was stupid & it was so unfunny & well just a mess in my opinion but I'm sure many will probably love it, glad I'm different",Spider-Man: Into the Spider-Verse
264,10.0,A non-superhero fan's view.,18 December 2018,31,61,"I personally not see the appeal in movies like this. However, when I sat down and watched this in theaters, I'd have to say that it's the best movie I've in 2018. For those who haven't see this film, I won't spoil any of the plot points. Getting that out of the way I loved many styles the film portrayed. The films way of creating a layered animation, in which, you can see multiple different versions of the same person or object. It mostly gave off the feel of looking through the eyes of a spider.

I was also happy to see in this film that they didn't keep dragging on the same story, but just using different actors or scenes. No film, like Spider-Man Homecoming, gave a new outlook on Spider-Man. With a diverse cast whom all seemed to voice act perfectly, my favorite being John Mulaney, they didn't just feel like a bland group of individuals. Instead, the film allowed for the audience to really connect with each character. I don't think that the animation ruins it, I also don't think that it would have changed the quality of the film if it wasn't animated.

So, what can a really say? Well, I came into the movie theaters expecting another super-hero movie, but instead, I got to watch a miraculous film that makes me want to become a super-hero fan. It was perfect and amazing.",Spider-Man: Into the Spider-Verse
265,10.0,My new favorite Spider-Man movie,16 December 2018,9,16,"The pageantry, the costumes, WOW... what a movie! To start things off, I'd like to say that I'm not the biggest fan of the past Spider-Man movies except for a couple of the originals. So coming into this movie I was not planning on liking it as much as I did, although I was hopeful after hearing about the great reviews it received. To keep this review simple I will not go into much detail in why I think it was so great but rather just state my overall opinions. There were hilarious moments, countless action scenes, a perfect amount of character development, and a phenomenal soundtrack to match today's modern culture. Also, the animation was so different than the standard and it really made you feel like you were watching an animated comic book. I definitely recommend you go see this movie as it's entertaining for people of all ages and will leave you wanting to watch more.",Spider-Man: Into the Spider-Verse
266,9.0,"Break the boundaries, the most different Spider-Man movie in history!",9 May 2020,1,1,"It is really amazing. Its style positioning in the Spider-Man series is completely new, full of shocking worldview and character creation, unique visual style, and can almost be ranked as the ""best in history"" with the old version of ""Spider-Man II""",Spider-Man: Into the Spider-Verse
267,7.0,The pig was too much,5 August 2019,4,6,I just wanna say the pig was too much :/ With another character it would be better,Spider-Man: Into the Spider-Verse
268,10.0,Sony I almost forgive you for 'The Amazing Spiderman',14 December 2018,22,43,Most avid moviegoers know that in order to find a truely great movie you avoid 2 things ; superhero blockbusters and Nicholas Cage. This movie happens to be excellent whilst falling under both of the above mentioned categories. It had excellent rhythm and manages to speed through the Spidermans' overworked origin story. Don't watch it if you're unable to appreciate the artwork.,Spider-Man: Into the Spider-Verse
269,1.0,For whom was this movie made?,18 January 2019,25,84,"If this movie is for the kids, I doubt if any of them will even understand the plot and the purported humor. They tried to complicate the plot too much. So it is the adults who are going ga ga over a kids movie. So much for the purpose. But who cares when the box office cash is flowing. I found the plot to be mushed and too complicated. The animation seemed blurred in many places. I dont know if that was the intention. And the 3D effects are nothing to rave about. Very Ordinary.There are far better 3D animation movies out there and I wont rate this in the list of Top-10 3D animated movies..",Spider-Man: Into the Spider-Verse
270,5.0,Just plain silly,26 March 2019,4,7,"This movie was pretty good to it decided to just go full on silly. They have Peter Porker, a spider pig and a black and white Spider Man, and a Manga Spider girl. Take those silly parts out and it would have been ok.",Spider-Man: Into the Spider-Verse
271,10.0,"This is so bad ass, its so good",12 August 2021,1,1,"Many charachters presented, many easter eggs (the Sin City ""cameo"" was bomb), killer stories and my personal favourite from the movie - Prowler's theme song. OMG it is awesome! Visually the movie is stunning, it looks like a multidimensional acid trip, it is just amazing.",Spider-Man: Into the Spider-Verse
272,10.0,"A tale of food, relationships and mad science",26 September 2021,4,11,"Miles Morales(Moore, easy to relate to, more interesting than many others, with his bilingual, biracial background) is a huge fan of Spider-Man, so he's of course ecstatic when he gets a chance to meet him. And then he meets another one, who's kind of jaded. And that's not the last good person he meets who has that set of abilities...

So this is easily the best solo movie featuring the titular character(s). It's just so incredibly well done in almost every single way. The animation doesn't only take countless traits directly from the medium of comic books, it basically puts one on the silver screen, the first time that's truly been done. Music, both the original score and the licenced songs, work astonishingly well, are deeply memorable. It's tremendously funny employing countless different types of comedy... situational, references, wit, sarcasm, sight gags, not to mention its amazing use of subversion of expectation, which also works for the drama. This is tremendously moving. The action is exciting, cool and impactful. It was honestly about time for some diversity for this New York hero - can you believe that in 16 years, 6 live-action entries, 3 continuities, we still didn't have even one non-white lead? And instead of resting on its laurels, it also includes multiple superpowered women, one of whom is Asian.

This is arguably too intense for anyone below the age of 9, and be ready to have a reassuring conversation with any child you show this to as soon as the credits roll(be sure to stay through them for the stinger!). Other than that, there is nothing featured that means it can only be watched by teens or adults. And yet it manages to be very mature. I recommend this to anyone who thinks that there is some chance that they might find the concept appealing. 10/10.",Spider-Man: Into the Spider-Verse
273,10.0,Prepare To Be Blown Away!,1 January 2019,3,5,"Even with all the hype I was not prepared for how great this movie was! Not only is it the best Spider-Man movie, but is also one of the best animated and superhero movies I've ever seen! I've never quite seen so much creativity in a movie in regards to the animation and story here. Don't be fooled by the fact that this is an animated movie either, the story is full of heart and emotion and none of the humor is toned down for kids.

If you haven't seen this yet, stop reading this review and go to the theater right now! You won't be dissapointed!",Spider-Man: Into the Spider-Verse
274,9.0,Can't believe I waited so long to watch,22 March 2021,1,1,"Tried once a while back but couldn't get through the first ten minutes. Gave it another shot now and ""wow""!

Fresh take, good for different ages, action packed but with heart and humor.

Not overrated and so worth the watch.",Spider-Man: Into the Spider-Verse
275,9.0,Perfect balance of humor and sincerity,20 November 2019,2,3,"Sometimes movies live up to the hype. And sometimes kids movies are still kids movies. Both of these things can be true at once and 'Into the Spider-Verse' certainly proves it. I spend a lot of time, far more time than is necessary, thinking about how films that fall into the ""kids movie"" genre need to be judged on a different scale. They're not for me (us). They're for my (our) kids. If the kid says ""turn it off"" then it has failed, regardless if I'm enjoying it, or tolerating it, or hating it, or none of the above: It has failed completely.

My almost-5-year-old loved this. And so did I. It's clever and original in ways, all of the ways, these movies just never are anymore. The humor is tight and never overstays its welcome and the sincerity is onpoint and effective. It strikes a perfect balance.",Spider-Man: Into the Spider-Verse
276,,A confusing mess,15 December 2018,62,276,"Most of the characters are unoriginal, and are plagiarized from previous work. For instance, the villain Octavius is copied from the 2004 stunner Spider-Man 2. Also, there is a girl character from Japanese cartoon. The motivation of the movie is confusing, too. It is really unnecessary to make such a movie. Perhaps it is politically correct to think : why does the spider-man have to be a white? It could also be a black. OK, why does Jesus Christ have to be a white? He could also be a black. Well, cash grab should be another motivation, as Sony does not have much IP. Besides, the premise, or setting, of the film is unconvincing. Why would there be multiple universes?",Spider-Man: Into the Spider-Verse
277,9.0,Absolutely everything one would want from an animated Spider-Man movie,13 December 2018,12,29,"This one is a complete home run. I'm pretty sure that the praise for this movie will be positively one-sided and for very good reason.

Quickly touching on the negative . Like there's only two things I didn't like about this movie. The first is the narrative cliche's found in every super hero movie ever so its not a big fault but it happens and it annoys me but only ever so slightly. The second is when a character learns a particular skill set just by deciding he wants to be good at it, its an unconvincing way to further the story and a pretty lazy one.

But all that is only about 5% of the whole movie. The rest is an absolute overload of the senses in a very very good way.

I don't want to mention the characters in this movie because some of them might surprise you so all of them worked and all of them were fantastic.

The movie is crazy funny, and its funny in a way that is actually refreshing in modern blockbusters. Its funny without being political. CONGRATULATIONS you didn't make any politically charged jokes that are one sided in a big budget Sony movie. I hope this new trend continues where jokes aren't politicized in movies.

The voice acting is spot on from everyone, don't want to mention names as some might be a surprise.

I find the story to be almost on par with everyones favorite Spider-Man stories (Rami) in terms of quality, mainly because all the central themes and character morality are there in the story. Power, responsibility and all that jazz. It isn't empty like in the Amazing Spider-Man .

The thing that surprised me most about this movie (aside from how genuinely funny it is) is how much emotion there is at it's core. Family, friends and sacrifice are a huge undertone of the movies core message.

The main thing I took away from the film is the visuals. Holy every god ever this movie is gorgeous as hell. The most gorgeous in recent memory, and certainly my personal favorite visuals in an animated movie ever.

9.3/10",Spider-Man: Into the Spider-Verse
278,3.0,Yikes,22 December 2018,27,78,"This movie is definitely not as good as everyone is making it out to be.

The movie starts off simply enough. Miles is your average Hollywood teen, who is the son of the only police officer in New York City. And if you want to see yet another person get bitten by a radioactive spider, then you're in luck.

75% of the film is Miles trying and failing to be Spiderman. He's incapable of controlling any of his powers, and does little more than get in the way and utter cliche lines such as ""I have to do this. I promised."" It's rather frustrating to watch. But conveniently, he figures everything out in the last half hour and becomes a better hero than all the other Spidermen who've been in the business for years.

Speaking of everyone else, as the story progresses, the audience is introduced to more and more Spiderman variations (and more unusual villains). With so much content, they barely get any more than just a few minutes of screen time. Spiderman Noir was interesting, for the five lines he had. I'm pretty sure there was some kind of Penny Porker character, but I may be mistaken. There's also a Scorpion villain who shows up out of nowhere, then mostly disappears.

As a whole, the movie was filmed assuming that the audience's attention span is a about 1 second. Most jokes are cringe worthy, especially after you've seen them in the trailer. There's also way too much flash going on, and the movie's final scene is about as visually complex as a Jackson Pollock spatter painting.

Spiderverse doesn't do anything that hasn't been done time and again.",Spider-Man: Into the Spider-Verse
279,9.0,the most close to the original comic works of spider-man,28 March 2020,1,1,"The spider suit will fit. One day it will fit, lee said.The film USES the words of Stan lee throughout the film, the newly created decadent spider-man, the mask is our ordinary People's Daily troubles, the superhero is also a human.In addition, the choice of content and form of animation is far more free than that of live-action films.Cartoon-style visual presentation, extremely personalized color matching, cool and clean special effects scene, the birth of the most close to the original comic works of spider-man.",Spider-Man: Into the Spider-Verse
280,8.0,Incredible animation and a well executed story,19 December 2018,9,18,"Summary: MUST WATCH in cinemas. Do not watch this movie on your little phone or laptop.

You have probably already noticed everyone talking about how amazing the amimation is, and all of it is 100 percent true. I find it hard to describe the animation and be able to justify how amazing it is, so go witness it for yourself on a big screen. The movie is funny and ""over-the-top"" in the best way possible. Soundtrack is really good.

Pros: All the characters are surprising well developed considering their unequal screen time, but off course this is Miles Morales' story first and foremost and he gets to shine. His arc is great and the ending to this arc is executed really well. All supporting characters are well thought out and have their own moments to shine.

Con: I felt that a few emotional beats failed to really hit me, and be totally invested in Miles' story.

All in all, Spider-Man: Into the spiderverse is an awesome movie to watch and I hope we get to see this type of animation further developed and used.",Spider-Man: Into the Spider-Verse
281,10.0,It's a GREAT film,14 December 2018,24,50,I don't really have anything to say. Just go and watch this film,Spider-Man: Into the Spider-Verse
282,10.0,I'd gladly pay to see another Spider-verse with Miles Morales...,2 January 2019,4,8,"Some pretty dark elements for a PG movie, but overall a thoroughly exciting and enthralling Spider-Man movie that managed to be completely new and original while combining most elements of the first 5 films and several from comics and other media too. Prowler is a real show stealer (which comic fans would never have predicted of this C-list villain) whenever he and his effects and music came on, the entire cinema held their breath and Miles Morales got such a strong showing in this, I'd gladly pay to see another Spider-verse starring him on the big screen! All the villains were REALLY well designed (Dr. Ock is AMAZING...) Kingpin is finally done right! The first outing for Spider-Gwen was sweet and fun too. Cartoony/corny Spider-Ham, Nick Cage (too famous a voice) and VERY graphic bloody murder were the only low points in an otherwise perfect film in almost every way!",Spider-Man: Into the Spider-Verse
283,10.0,An Incredible Masterpiece,14 December 2018,37,73,Stunning visuals and an engaging storyline combined to produce something amazing. This movie grips you and leaves you wanting more. I have never seen a movie quite like this before. This movie is simply an incredible masterpiece that has set the bar for animated storytelling.,Spider-Man: Into the Spider-Verse
284,8.0,"A great Spider-Man movie, but it's rushed, with underdeveloped characters.",20 December 2018,3,6,"Woah this movie was actually really good. Into The Spiderverse follows Miles Morales as he has to stop a machine that is combining dimensions, and becomes the next Spiderman. I gotta say, I was really impressed. The animation is absolutely stunning, and there's a ton of animation jokes. I'm not really gonna talk anymore about the visuals, because that's been said to death, but the movie is just gorgeous. The action was also really engaging, it's all very fast paced, and while it can get weird at times, you can still follow it with ease. For an animated film this movie was surprisingly mature in some moments, and I think that's what makes it great. I mean damn characters actually die, and there are many emotional moments. Also there's themes of divorce, depression, among others. However I don't think this movie is the best Spider-Man movie, or even an amazing movie. I do have to say this movie definitely understands the character of Spider-Man, and I love the theme of everyone can become Spider-Man. My real problem comes with some of the characters. Miles is the only character that gets significant development in the movie, and in the respect it's excellent. Miles has some really great emotional moments and Shameik Moore does a great job voicing him. In fact the whole voice cast does a phenomenal job. However apart from Miles no other character gets significant character development. I mean I get it, this is Miles movie, and they should develop his character the most, but the other characters are really 1 dimensional to me. While all the other alternate dimension Spider-Man were very entertaining, I really don't care about them. The older Spider-Man was done really well though. He does have his own little arc in the movie. He's definitely well developed. You can see he's reluctant to mentor Miles, but he knows it's the right thing, and Miles needs this. Again apart from those characters we get the most basic information of everyone else. Each character just gives their origin, and that's it. We don't know anything else about them. Those scenes were handled very well though, without making them too repetitive, but the other characters barely have anything to them. The same thing unfortunately happens with the villains who are all severely underdeveloped. The only 2 villains we know anything about are KingPin and Prowler. We get KingPin's motivation early on, which was done once again very well, but that's the only thing we know about him. The same thing happens with the prowler, except we don't even know his motivations, he just has a connection to a character. This really hurt the movie for me because while Miles, and the older Peter were well developed, everyone else kinda fell flat for me. They aren't bad, but they just feel like a shell. However characters like Miles' Dad, KingPin, Prowler, and Gwen were good despite this. Now I know that's a significant flaw, but this movie is still great. I'm focusing on the negatives because everything else is so good. Like the soundtrack, which is brilliant. I do think some music choices were odd, but the Prowler's theme is fantastic, and so is most of the score. Also The humor, which is done well. However Another issue I have with the film is it being kinda cliche. I mean removing the Dimensional travel stuff, this is the average coming of age, origin story. For example for most of the movie Miles has no idea how to use his powers, but when he needs it the most he now suddenly, and perfectly knows how to use his powers. Again though it's done very well either way considering this is an extremely fast paced movie, and it does feel rushed sometimes. Also there's some noticeable plot convenience, especially in the 3rd act. I have some other specific issues with the movie, these might be considered minor spoilers so you've been warned. In the beginning it's mentioned how they can't turn on the machine or else it'll end destroying Miles' dimension, however later on in the movie, it changes to letting the other Spidermen enter their dimensions quick enough. Also that part is very convenient. They use, basically a flash drive to stop the device, and that can somehow control which dimensions each character goes too? Anyways my final issue is a very specific one. There's this moment where KingPin shoots a certain character (which was an awesome moment) but it doesn't make sense that he wouldn't shoot Miles too. I mean he probably could've dodged the bullets with his spider-sense, but KingPin doesn't know this, it just didn't make sense. However I do think overall this movie is great. It's very mature for an animated movie, it's animated extremely well, it has great voice actors, it's just great overall.

8.3/10",Spider-Man: Into the Spider-Verse
285,9.0,Great Film Not Just Great Animated Film.,25 December 2018,3,7,"Spider-Man: Into the Spider-Verse: Not one but many types of Spider superheroes, there must be a lot of radioactive spiders out there. We are dealing with The Spider-Verse, Spider-Man might be Peter B. Parker, 15 years older, cynical and washed out; could be Peter Porker/Spider-Ham, a pig from a cartoon universe; Gwen Stacey/Spider-Woman; Spider-Man Noir from a Monochrome 1930s universe; Peri Parker from an anime universe with her bio-mechanical suit - Sp//dr. Last but certainly not least we have Miles Morales who is bitten by a radioactive spider while tagging with his uncle.



This is all brought about by Fisk/Kingpin who has built a particle-accelerator to contact alternate versions of his dead wife and child in parallel universes, his actions are wreaking havoc in the Multiverse (and local earthquakes) allowing the Spiders to cross over. This universe's Spider-Man tries to halt this but battling Doc Ock, The Goblin and The Prowler he is fatally injured, meeting Miles he passes his mantle on to him.



And so the adventure is afoot! Will Miles with the aid of the four Spider heroes defeat Kingpin and his motley crew? With the aid of Aunt May and the deceased Spider-Man's vast underground HQ they might have some chance. Truly great animation which takes things to a new level, if there is any justice then Spider-Man: Into the Spider-Verse should be competing for Best Film Oscar and not just Best Animated feature. The only cartoonish thing about this project is Spider-Ham and he makes anvils appear from nowhere to squash villains in the best Roadrunner traditions.



The new Spider-Man, Miles, has a complicated life, he attends a boarding school for talented teens, he feels isolated from his family and old friends. But Gwen (Spider-Woman) is also a pupil and a potential romance may lie in the future even if she returns to her own universe. Hopefully this will be the first in a series set in the Marvel Spider-Verse. 9/10.",Spider-Man: Into the Spider-Verse
286,5.0,Spider-Man: Into the Spider-Verse,19 January 2019,13,54,"We've seen the live-action versions with Tobey Maguire, Andrew Garfield and Tom Holland, and there was the cartoon TV series in the 1960s, and a revival in the 1990s, but this was the first animated full-length animated feature for the web-slinging Marvel Comics hero. Basically teenager Miles Morales (Shameik Moore) admires Spider-Man, he struggles to live up to his parents expectations, his father Jefferson Davis (Brian Tyree Henry) is a police officer and sees Spider-Man as a menace. After Miles meets a new classmate who calls herself ""Gwanda"" (Hailee Steinfeld), he gets advice from his uncle Aaron Davis (Mahershala Ali), who encourages him to pursue her. Miles and Aaron hang out in a disused subway station painting graffiti, while there Miles is bitten by a radioactive spider and develops spider-like abilities. Miles later returns to the station and unintentionally finds a particle accelerator built by Wilson Fisk aka the Kingpin (Liev Schreiber) to access parallel universes to connect with his deceased wife and son. Spider-Man (Chris Pine) arrives to disable to accelerator, and fights against the Green Goblin (Jorma Taccone) and Prowler, Spider-Man and Miles meet during the battle and sense they are alike. Green Goblin tries to kill Spider-Man forcing him into the accelerator's energy stream but instead causes it to malfunction, he is killed while Spider-Man is injured. Spider-Man gives Miles a USB drive to disable the accelerator and warns that the city could be destroyed if the machine is turned on again. Spider-Man tells Fisk that his family is gone forever and that his plan will fail, Miles watches Fisk kill Spider-Man from a distance before escaping. The news of Spider-Man's death spreads all over New York, while Miles buys a Spider-Man costume and tries to master his own abilities, and inadvertently damages the USB drive. Miles meets Peter B. Parker (Jake Johnson), an older and slightly podgy Spider-Man from another dimension, at the grave of the original Spider-Man. Peter has been brought out of his dimension by the accelerator and needs to return home, but he begrudgingly agrees to train Miles, in exchange for help stealing data to create a new USB drive. While breaking into Kingpin's research facility, Miles displays the unique abilities of invisibility and an electric ""venom blast"" that can disable enemies by touch. Fisk's Chief Scientist Dr. Olivia Octavius aka ""Doc Ock"" (Kathryn Hahn) confronts them and reveals Peter will slowly deteriorate and eventually die if he is not returned to his own dimension. ""Gwanda"" rescues Miles and Peter, her real name is Gwen Stacy, an alternate universe female version of Spider-Man, another dimension-displaced hero, she takes them to May Parker (Lily Tomlin), who is sheltering other dimension-displaced heroes. They are Spider-Man Noir (Nicolas Cage), a dark and monochromatic version of Spider-Man from a 1930s universe, Peni Parker (Kimiko Glenn) and SP//dr, a Japanese-American teenage girl from an alternative anime-like universe who co-pilots a biomechanical suit with a radioactive spider that she shares a telepathic link with, and Spider-Ham (John Mulaney), an alternate funny animal version of Spider-Man from an anthropomorphic universe. Being out of their own universes, they are also deteriorating, so Miles offers to disable the accelerator to send the other Spider-People home, but he is shocked to discover Prowler is his uncle Aaron, moonlighting as an enforcer for Fisk. Peni repairs the drive, but the group attacked by Fisk and his enforcers: Prowler, Octavius, Scorpion (Joaquín Cosio) and Tombstone (Marvin 'Krondon' Jones III). Miles flees during the battle but is captured by Prowler, who prepares to kill him, until Miles unmasks himself, causing Aaron to realize he has been hunting his own nephew. Aaron refuses to kill Miles, so Fisk shoots and kills Aaron, Jefferson sees Spider-Man over Aaron's body and mistakenly believes he has killed him, he radios in for the capture of Spider-Man. Miles angrily returns to his dorm, the Spider-People arrive and tell him that they, like him, have all lost someone they love. They leave to face Fisk, but Peter restrains Miles, leaving him behind for his own safety, deciding to sacrifice himself and taking Miles's place to deactivate the accelerator. Jefferson arrives outside Miles's door to tell him about Aaron's death and wants to apologise for his mistakes, Miles has finally gained control of his powers and heads out, spray painting one of Peter's suits as his own. He joins the other Spider-People at the accelerator and helps them defeat Octavius, Scorpion and Tombstone, though Peni's SP//dr is destroyed. Miles then activates the USB drive and sends all the Spider-People back home through the accelerator portal. Fisk and Miles fight throughout the accelerator, Jefferson arrives and realises Spider-Man is not the enemy, he encourages him, giving Miles the motivation to withstand Fisk's attacks and knock him out with his venom blast, which also destroys the accelerator. The authorities arrest Fisk and his enforcers, Jefferson recognises Spider-Man as a hero and Miles embraces the responsibilities of his new life. Back in their own dimensions, Peter attempts to reconcile with Mary Jane Watson (Zoë Kravitz), Peni rebuilds SP//dr and Gwen finds a way to contact Miles across dimensions. In a futuristic dimension, Lyla (Greta Lee), assistant to Miguel O'Hara aka Spider-Man 2099 (Oscar Isaac) informs him of the crisis and gives him dimension-hopping technology, he decides to ""go back to the beginning"", and ends up arguing with the 1960s universe version of Spider-Man. Also starring Luna Lauren Velez as Rio Morales, Natalie Morales as Miss Calleros, Lake Bell as Vanessa Fisk, rapper Post Malone as Brooklyn Bystander and Stan Lee in a posthumous cameo as a character named Stan who sells a Spider-Man costume to Morales. The voice cast are all great, and most of the characters are good, especially the 1930s gumshoe take on the lead character, and the Kingpin who is both menacing and in moments sympathetic, the Porky Pig style cartoon version of the hero is a little weird and makes almost forced laughs. It does get a little over-complicated at times, and maybe it is much more style over substance, in animation style, special effects, and big-scale sequences, I'm not sure where it fits in the world of superhero movies and it may confuse viewers, but the kids should have fun, an unusual but not bad computer-animated superhero action adventure. It won the Oscar for Best Animated Feature Film, it won the BAFTA for Best Animated Featured Film, and it won the Golden Globe for Best Motion Picture - Animated. Worth watching!",Spider-Man: Into the Spider-Verse
287,9.0,Perfect and colourful!!!,16 December 2018,10,18,"Excellent movie!! Sentimental and LOTS of action. The visuals in the movie are just amazing, but sometimes can get too much.

The trailer was perfect cuz it didn't show most of the action (that's how trailers are supposed to be!). The movie is not boring!! It keeps you awake and interested. Every minute of the movie is worthy. Different type of superhero movie. Go watch it in the cinema!! Great experience...",Spider-Man: Into the Spider-Verse
288,6.0,"Mediocre Spider-Man film, outstanding animation",28 November 2021,3,7,"Although on paper and of course aesthetically this film seems rather pleasing- Spider-Man: Into the Spider-Verse feels like a missed opportunity of epic proportions- hardly showing any emotion and lacking the depth to triscend it into something extraordinary. I'll start with the pros for this film, I love the animation. Yes it can be a bit jumpy and flashy at times, but it's an incredibly unique and magnificently detailed art style- not to mention its comic like quality in the terms of a comic book based superhero film. The voice work is also pretty well done for the most part, my favorite being Jake Johnson as Peter B. Parker and the smaller cameos from John Mulaney and Nicolas Cage as Spider-Ham and Spider-Noir. The film has good intentions and a sweet message, and it's fun to see all the different variations of our favorite characters on screen, but it just seems to lack the emotional depth and charm that so many other films have. It's a trend that has taken a lot of potentially great superhero films down to blissful mediocrity, and never has it been more prevalent to me here. Its formulaic attributes and pacing, and even rhythm at times makes it seem more artificial than genuine and I just feel like it misses the point of what it is trying to say. It has all the right elements, and it even works at times, but it could have been so much more impactful than it was, and that just makes me sad. In the end, Spider-Man: Into the Spider-Verse is not at all a bad film, but a mediocre one with somehow high accord. I feel its potential is often greater than its execution and in most people's eyes, they may not be able to tell the difference. I just hope the second one is an improvement.

My Rating: 6.4/10.",Spider-Man: Into the Spider-Verse
